id,name,cpu,ram,gpu,battery,volume,weight,display,maker,sw_os,price,image,content
670,LG전자 2019 그램 14ZD990-LX10K,인텔_펜티엄 골드_5405U (2.3GHz),4,내장그래픽,72,128,995,14,LG전자,미포함(프리도스),827700,LG전자imgs69.jpg,LG전자imgsdt69.jpg
671,LG전자 2020 그램15 15ZD90N-VX50K WIN10,인텔_코어i5-10세대_i5-1035G7 (1.2GHz),8,내장그래픽,80,256,1.12,15.6,LG전자,윈도우10,1462800,LG전자imgs70.jpg,LG전자imgsdt70.jpg
672,LG전자 2020 울트라PC 15UD40N-GX56K,AMD_라이젠5-3세대_4500U (2.3GHz),8,내장그래픽,52,256,1.8,15.6,LG전자,미포함(프리도스),893000,LG전자imgs71.jpg,LG전자imgsdt71.jpg
673,LG전자 2021 그램17 17ZD90P-GX50K,인텔_코어i5-11세대_i5-1135G7 (2.4GHz),8,내장그래픽,80,256,1.35,17,LG전자,미포함(프리도스),1799000,LG전자imgs72.jpg,LG전자imgsdt72.jpg
674,LG전자 2021 그램16 16Z90P-GA5IK,인텔_코어i5-11세대_i5-1135G7 (2.4GHz),16,내장그래픽,80,256,1.19,16,LG전자,윈도우10,2098990,LG전자imgs73.jpg,LG전자imgsdt73.jpg
675,LG전자 2021 그램17 17ZD90P-GX7LK,인텔_코어i7-11세대_i7-1165G7 (2.8GHz),16,내장그래픽,80,256,1.35,17,LG전자,미포함(프리도스),2099000,LG전자imgs74.jpg,LG전자imgsdt74.jpg
676,LG전자 2021 그램16 16Z90P-GA76K,인텔_코어i7-11세대_i7-1165G7 (2.8GHz),16,내장그래픽,80,512,1.19,16,LG전자,윈도우10,2419000,LG전자imgs75.jpg,LG전자imgsdt75.jpg
677,LG전자 2020 울트라기어 15UD70N-PX50K,인텔_코어i5-10세대_i5-10210U (1.6GHz),8,GTX1050,72,256,1.85,15.6,LG전자,미포함(프리도스),1206950,LG전자imgs76.jpg,LG전자imgsdt76.jpg
678,LG전자 2021 그램14 14ZD90P-GX50K,인텔_코어i5-11세대_i5-1135G7 (2.4GHz),8,내장그래픽,72,256,999,14,LG전자,미포함(프리도스),1565330,LG전자imgs77.jpg,LG전자imgsdt77.jpg
679,LG전자 2020 울트라기어 17U70N-FA7IK,인텔_코어i7-10세대_i7-10510U (1.8GHz),16,GTX1650,72,512,1.95,17,LG전자,윈도우10,1983180,LG전자imgs78.jpg,LG전자imgsdt78.jpg
680,LG전자 2020 그램15 15ZD90N-VX70K,인텔_코어i7-10세대_i7-1065G7 (1.3GHz),8,내장그래픽,80,256,1.12,15.6,LG전자,미포함(프리도스),1513310,LG전자imgs79.jpg,LG전자imgsdt79.jpg
681,LG전자 2020 울트라PC 15U40N-GR36K,AMD_라이젠3-3세대_4300U (2.7GHz),8,내장그래픽,52,256,1.8,15.6,LG전자,윈도우10,928000,LG전자imgs80.jpg,LG전자imgsdt80.jpg
682,LG전자 2020 울트라PC 15U40N-GR56K,AMD_라이젠5-3세대_4500U (2.3GHz),8,내장그래픽,52,256,1.8,15.6,LG전자,윈도우10,1089000,LG전자imgs81.jpg,LG전자imgsdt81.jpg
683,LG전자 2021 그램16 16ZD90P-GX5BK WIN10,인텔_코어i5-11세대_i5-1135G7 (2.4GHz),8,내장그래픽,80,256,1.19,16,LG전자,윈도우10,2067060,LG전자imgs82.jpg,LG전자imgsdt82.jpg
684,LG전자 2020 그램15 15ZD90N-VX30K,인텔_코어i3-10세대_i3-1005G1 (1.2GHz),8,내장그래픽,80,256,1.12,15.6,LG전자,미포함(프리도스),1363000,LG전자imgs83.jpg,LG전자imgsdt83.jpg
685,LG전자 2020 울트라PC 15U50N-GR56K,인텔_코어i5-10세대_i5-10210U (1.6GHz),8,내장그래픽,35,256,1.75,15.6,LG전자,윈도우10,1099790,LG전자imgs84.jpg,LG전자imgsdt84.jpg
686,LG전자 2020 그램15 15ZD995-VX50K,인텔_코어i5-10세대_i5-10210U (1.6GHz),8,내장그래픽,72,256,1.099,15.6,LG전자,미포함(프리도스),1477180,LG전자imgs85.jpg,LG전자imgsdt85.jpg
687,LG전자 2020 그램15 15Z90N-HA76K,인텔_코어i7-10세대_i7-1065G7 (1.3GHz),16,내장그래픽,80,512,1.132,15.6,LG전자,윈도우10,2019000,LG전자imgs86.jpg,LG전자imgsdt86.jpg
688,LG전자 2020 그램15 15ZD90N-VX50K WIN10 16GB램,인텔_코어i5-10세대_i5-1035G7 (1.2GHz),16,내장그래픽,80,256,1.12,15.6,LG전자,윈도우10,1605990,LG전자imgs87.jpg,LG전자imgsdt87.jpg
689,LG전자 2021 울트라PC 13UD70P-GX50K,AMD_라이젠5-3세대_4500U (2.3GHz),8,내장그래픽,51,256,980,13.3,LG전자,미포함(프리도스),1089000,LG전자imgs88.jpg,LG전자imgsdt88.jpg
690,LG전자 2020 울트라PC 13UD50N-GX30K WIN10,인텔_코어i3-10세대_i3-10110U (2.1GHz),8,내장그래픽,51,256,1.3,13,LG전자,윈도우10,850000,LG전자imgs89.jpg,LG전자imgsdt89.jpg
691,LG전자 2020 울트라PC 13UD50N-GX30K,인텔_코어i3-10세대_i3-10110U (2.1GHz),8,내장그래픽,51,256,1.3,13,LG전자,미포함(프리도스),659000,LG전자imgs90.jpg,LG전자imgsdt90.jpg
692,LG전자 2021 그램16 16ZD90P-GX50K,인텔_코어i5-11세대_i5-1135G7 (2.4GHz),8,내장그래픽,80,256,1.19,16,LG전자,미포함(프리도스),1728990,LG전자imgs91.jpg,LG전자imgsdt91.jpg
693,LG전자 2020 울트라PC 15UD50N-GX30K,인텔_코어i3-10세대_i3-10110U (2.1GHz),8,내장그래픽,35,128,1.75,15.6,LG전자,미포함(프리도스),848980,LG전자imgs92.jpg,LG전자imgsdt92.jpg
694,LG전자 2021 그램17 17Z90P-GA76K,인텔_코어i7-11세대_i7-1165G7 (2.8GHz),16,내장그래픽,80,512,1.35,17,LG전자,윈도우10,2490000,LG전자imgs93.jpg,LG전자imgsdt93.jpg
695,LG전자 2020 그램15 15ZD90N-VX50K,인텔_코어i5-10세대_i5-1035G7 (1.2GHz),8,내장그래픽,80,256,1.12,15.6,LG전자,미포함(프리도스),1381390,LG전자imgs94.jpg,LG전자imgsdt94.jpg
696,LG전자 2020 울트라PC 13UD50N-GX50K,인텔_코어i5-10세대_i5-10210U (1.6GHz),8,내장그래픽,51,256,1.3,13,LG전자,미포함(프리도스),809000,LG전자imgs95.jpg,LG전자imgsdt95.jpg
697,LG전자 2020 울트라PC 15UD40N-GX36K,AMD_라이젠3-3세대_4300U (2.7GHz),8,내장그래픽,52,256,1.8,15.6,LG전자,미포함(프리도스),708570,LG전자imgs96.jpg,LG전자imgsdt96.jpg
698,LG전자 2021 그램16 16Z90P-GA50K,인텔_코어i5-11세대_i5-1135G7 (2.4GHz),8,내장그래픽,80,256,1.19,16,LG전자,윈도우10,1798320,LG전자imgs97.jpg,LG전자imgsdt97.jpg
699,LG전자 2021 그램16 16ZD90P-GX76K,인텔_코어i7-11세대_i7-1165G7 (2.8GHz),16,내장그래픽,80,256,1.19,16,LG전자,미포함(프리도스),2039000,LG전자imgs98.jpg,LG전자imgsdt98.jpg
700,LG전자 2019 그램 14ZD990-LX10K,인텔_펜티엄 골드_5405U (2.3GHz),4,내장그래픽,72,128,995,14,LG전자,미포함(프리도스),827700,LG전자imgs99.jpg,LG전자imgsdt99.jpg
701,LG전자 2020 그램15 15ZD90N-VX50K WIN10,인텔_코어i5-10세대_i5-1035G7 (1.2GHz),8,내장그래픽,80,256,1.12,15.6,LG전자,윈도우10,1462800,LG전자imgs100.jpg,LG전자imgsdt100.jpg
702,LG전자 2020 울트라PC 15UD40N-GX56K,AMD_라이젠5-3세대_4500U (2.3GHz),8,내장그래픽,52,256,1.8,15.6,LG전자,미포함(프리도스),893000,LG전자imgs101.jpg,LG전자imgsdt101.jpg
703,LG전자 2021 그램17 17ZD90P-GX50K,인텔_코어i5-11세대_i5-1135G7 (2.4GHz),8,내장그래픽,80,256,1.35,17,LG전자,미포함(프리도스),1799000,LG전자imgs102.jpg,LG전자imgsdt102.jpg
704,LG전자 2021 그램16 16Z90P-GA5IK,인텔_코어i5-11세대_i5-1135G7 (2.4GHz),16,내장그래픽,80,256,1.19,16,LG전자,윈도우10,2098990,LG전자imgs103.jpg,LG전자imgsdt103.jpg
705,LG전자 2021 그램17 17ZD90P-GX7LK,인텔_코어i7-11세대_i7-1165G7 (2.8GHz),16,내장그래픽,80,256,1.35,17,LG전자,미포함(프리도스),2099000,LG전자imgs104.jpg,LG전자imgsdt104.jpg
706,LG전자 2021 그램16 16Z90P-GA76K,인텔_코어i7-11세대_i7-1165G7 (2.8GHz),16,내장그래픽,80,512,1.19,16,LG전자,윈도우10,2419000,LG전자imgs105.jpg,LG전자imgsdt105.jpg
707,LG전자 2020 울트라기어 15UD70N-PX50K,인텔_코어i5-10세대_i5-10210U (1.6GHz),8,GTX1050,72,256,1.85,15.6,LG전자,미포함(프리도스),1206950,LG전자imgs106.jpg,LG전자imgsdt106.jpg
708,LG전자 2021 그램14 14ZD90P-GX50K,인텔_코어i5-11세대_i5-1135G7 (2.4GHz),8,내장그래픽,72,256,999,14,LG전자,미포함(프리도스),1565330,LG전자imgs107.jpg,LG전자imgsdt107.jpg
709,LG전자 2020 울트라기어 17U70N-FA7IK,인텔_코어i7-10세대_i7-10510U (1.8GHz),16,GTX1650,72,512,1.95,17,LG전자,윈도우10,1983180,LG전자imgs108.jpg,LG전자imgsdt108.jpg
710,LG전자 2020 그램15 15ZD90N-VX70K,인텔_코어i7-10세대_i7-1065G7 (1.3GHz),8,내장그래픽,80,256,1.12,15.6,LG전자,미포함(프리도스),1513310,LG전자imgs109.jpg,LG전자imgsdt109.jpg
711,LG전자 2020 울트라PC 15U40N-GR36K,AMD_라이젠3-3세대_4300U (2.7GHz),8,내장그래픽,52,256,1.8,15.6,LG전자,윈도우10,928000,LG전자imgs110.jpg,LG전자imgsdt110.jpg
712,LG전자 2020 울트라PC 15U40N-GR56K,AMD_라이젠5-3세대_4500U (2.3GHz),8,내장그래픽,52,256,1.8,15.6,LG전자,윈도우10,1089000,LG전자imgs111.jpg,LG전자imgsdt111.jpg
713,LG전자 2021 그램16 16ZD90P-GX5BK WIN10,인텔_코어i5-11세대_i5-1135G7 (2.4GHz),8,내장그래픽,80,256,1.19,16,LG전자,윈도우10,2067060,LG전자imgs112.jpg,LG전자imgsdt112.jpg
714,LG전자 2020 그램15 15ZD90N-VX30K,인텔_코어i3-10세대_i3-1005G1 (1.2GHz),8,내장그래픽,80,256,1.12,15.6,LG전자,미포함(프리도스),1363000,LG전자imgs113.jpg,LG전자imgsdt113.jpg
715,LG전자 2020 울트라PC 15U50N-GR56K,인텔_코어i5-10세대_i5-10210U (1.6GHz),8,내장그래픽,35,256,1.75,15.6,LG전자,윈도우10,1099790,LG전자imgs114.jpg,LG전자imgsdt114.jpg
716,LG전자 2020 그램15 15ZD995-VX50K,인텔_코어i5-10세대_i5-10210U (1.6GHz),8,내장그래픽,72,256,1.099,15.6,LG전자,미포함(프리도스),1477180,LG전자imgs115.jpg,LG전자imgsdt115.jpg
717,LG전자 2020 그램15 15Z90N-HA76K,인텔_코어i7-10세대_i7-1065G7 (1.3GHz),16,내장그래픽,80,512,1.132,15.6,LG전자,윈도우10,2019000,LG전자imgs116.jpg,LG전자imgsdt116.jpg
718,LG전자 2020 그램15 15ZD90N-VX50K WIN10 16GB램,인텔_코어i5-10세대_i5-1035G7 (1.2GHz),16,내장그래픽,80,256,1.12,15.6,LG전자,윈도우10,1605990,LG전자imgs117.jpg,LG전자imgsdt117.jpg
719,LG전자 2021 울트라PC 13UD70P-GX50K,AMD_라이젠5-3세대_4500U (2.3GHz),8,내장그래픽,51,256,980,13.3,LG전자,미포함(프리도스),1089000,LG전자imgs118.jpg,LG전자imgsdt118.jpg
720,LG전자 2020 울트라PC 13UD50N-GX30K WIN10,인텔_코어i3-10세대_i3-10110U (2.1GHz),8,내장그래픽,51,256,1.3,13,LG전자,윈도우10,850000,LG전자imgs119.jpg,LG전자imgsdt119.jpg
721,LG전자 2020 울트라PC 13UD50N-GX30K,인텔_코어i3-10세대_i3-10110U (2.1GHz),8,내장그래픽,51,256,1.3,13,LG전자,미포함(프리도스),659000,LG전자imgs120.jpg,LG전자imgsdt120.jpg
722,LG전자 2021 그램16 16ZD90P-GX50K,인텔_코어i5-11세대_i5-1135G7 (2.4GHz),8,내장그래픽,80,256,1.19,16,LG전자,미포함(프리도스),1728990,LG전자imgs121.jpg,LG전자imgsdt121.jpg
723,LG전자 2020 울트라PC 15UD50N-GX30K,인텔_코어i3-10세대_i3-10110U (2.1GHz),8,내장그래픽,35,128,1.75,15.6,LG전자,미포함(프리도스),848980,LG전자imgs122.jpg,LG전자imgsdt122.jpg
724,LG전자 2021 그램17 17Z90P-GA76K,인텔_코어i7-11세대_i7-1165G7 (2.8GHz),16,내장그래픽,80,512,1.35,17,LG전자,윈도우10,2490000,LG전자imgs123.jpg,LG전자imgsdt123.jpg
725,LG전자 2020 그램15 15ZD90N-VX50K,인텔_코어i5-10세대_i5-1035G7 (1.2GHz),8,내장그래픽,80,256,1.12,15.6,LG전자,미포함(프리도스),1381390,LG전자imgs124.jpg,LG전자imgsdt124.jpg
726,LG전자 2020 울트라PC 13UD50N-GX50K,인텔_코어i5-10세대_i5-10210U (1.6GHz),8,내장그래픽,51,256,1.3,13,LG전자,미포함(프리도스),809000,LG전자imgs125.jpg,LG전자imgsdt125.jpg
727,LG전자 2020 울트라PC 15UD40N-GX36K,AMD_라이젠3-3세대_4300U (2.7GHz),8,내장그래픽,52,256,1.8,15.6,LG전자,미포함(프리도스),708570,LG전자imgs126.jpg,LG전자imgsdt126.jpg
728,LG전자 2021 그램16 16Z90P-GA50K,인텔_코어i5-11세대_i5-1135G7 (2.4GHz),8,내장그래픽,80,256,1.19,16,LG전자,윈도우10,1798320,LG전자imgs127.jpg,LG전자imgsdt127.jpg
729,LG전자 2021 그램16 16ZD90P-GX76K,인텔_코어i7-11세대_i7-1165G7 (2.8GHz),16,내장그래픽,80,256,1.19,16,LG전자,미포함(프리도스),2039000,LG전자imgs128.jpg,LG전자imgsdt128.jpg
730,LG전자 2019 그램 14ZD990-LX10K,인텔_펜티엄 골드_5405U (2.3GHz),4,내장그래픽,72,128,995,14,LG전자,미포함(프리도스),827700,LG전자imgs129.jpg,LG전자imgsdt129.jpg
731,LG전자 2020 그램15 15ZD90N-VX50K WIN10,인텔_코어i5-10세대_i5-1035G7 (1.2GHz),8,내장그래픽,80,256,1.12,15.6,LG전자,윈도우10,1462800,LG전자imgs130.jpg,LG전자imgsdt130.jpg
732,LG전자 2020 울트라PC 15UD40N-GX56K,AMD_라이젠5-3세대_4500U (2.3GHz),8,내장그래픽,52,256,1.8,15.6,LG전자,미포함(프리도스),893000,LG전자imgs131.jpg,LG전자imgsdt131.jpg
733,LG전자 2021 그램17 17ZD90P-GX50K,인텔_코어i5-11세대_i5-1135G7 (2.4GHz),8,내장그래픽,80,256,1.35,17,LG전자,미포함(프리도스),1799000,LG전자imgs132.jpg,LG전자imgsdt132.jpg
734,LG전자 2021 그램16 16Z90P-GA5IK,인텔_코어i5-11세대_i5-1135G7 (2.4GHz),16,내장그래픽,80,256,1.19,16,LG전자,윈도우10,2098990,LG전자imgs133.jpg,LG전자imgsdt133.jpg
735,LG전자 2021 그램17 17ZD90P-GX7LK,인텔_코어i7-11세대_i7-1165G7 (2.8GHz),16,내장그래픽,80,256,1.35,17,LG전자,미포함(프리도스),2099000,LG전자imgs134.jpg,LG전자imgsdt134.jpg
736,LG전자 2021 그램16 16Z90P-GA76K,인텔_코어i7-11세대_i7-1165G7 (2.8GHz),16,내장그래픽,80,512,1.19,16,LG전자,윈도우10,2419000,LG전자imgs135.jpg,LG전자imgsdt135.jpg
737,LG전자 2020 울트라기어 15UD70N-PX50K,인텔_코어i5-10세대_i5-10210U (1.6GHz),8,GTX1050,72,256,1.85,15.6,LG전자,미포함(프리도스),1206950,LG전자imgs136.jpg,LG전자imgsdt136.jpg
738,LG전자 2021 그램14 14ZD90P-GX50K,인텔_코어i5-11세대_i5-1135G7 (2.4GHz),8,내장그래픽,72,256,999,14,LG전자,미포함(프리도스),1565330,LG전자imgs137.jpg,LG전자imgsdt137.jpg
739,LG전자 2020 울트라기어 17U70N-FA7IK,인텔_코어i7-10세대_i7-10510U (1.8GHz),16,GTX1650,72,512,1.95,17,LG전자,윈도우10,1983180,LG전자imgs138.jpg,LG전자imgsdt138.jpg
740,LG전자 2020 그램15 15ZD90N-VX70K,인텔_코어i7-10세대_i7-1065G7 (1.3GHz),8,내장그래픽,80,256,1.12,15.6,LG전자,미포함(프리도스),1513310,LG전자imgs139.jpg,LG전자imgsdt139.jpg
741,LG전자 2020 울트라PC 15U40N-GR36K,AMD_라이젠3-3세대_4300U (2.7GHz),8,내장그래픽,52,256,1.8,15.6,LG전자,윈도우10,928000,LG전자imgs140.jpg,LG전자imgsdt140.jpg
742,LG전자 2020 울트라PC 15U40N-GR56K,AMD_라이젠5-3세대_4500U (2.3GHz),8,내장그래픽,52,256,1.8,15.6,LG전자,윈도우10,1089000,LG전자imgs141.jpg,LG전자imgsdt141.jpg
743,LG전자 2021 그램16 16ZD90P-GX5BK WIN10,인텔_코어i5-11세대_i5-1135G7 (2.4GHz),8,내장그래픽,80,256,1.19,16,LG전자,윈도우10,2067060,LG전자imgs142.jpg,LG전자imgsdt142.jpg
744,LG전자 2020 그램15 15ZD90N-VX30K,인텔_코어i3-10세대_i3-1005G1 (1.2GHz),8,내장그래픽,80,256,1.12,15.6,LG전자,미포함(프리도스),1363000,LG전자imgs143.jpg,LG전자imgsdt143.jpg
745,LG전자 2020 울트라PC 15U50N-GR56K,인텔_코어i5-10세대_i5-10210U (1.6GHz),8,내장그래픽,35,256,1.75,15.6,LG전자,윈도우10,1099790,LG전자imgs144.jpg,LG전자imgsdt144.jpg
746,LG전자 2020 그램15 15ZD995-VX50K,인텔_코어i5-10세대_i5-10210U (1.6GHz),8,내장그래픽,72,256,1.099,15.6,LG전자,미포함(프리도스),1477180,LG전자imgs145.jpg,LG전자imgsdt145.jpg
747,LG전자 2020 그램15 15Z90N-HA76K,인텔_코어i7-10세대_i7-1065G7 (1.3GHz),16,내장그래픽,80,512,1.132,15.6,LG전자,윈도우10,2019000,LG전자imgs146.jpg,LG전자imgsdt146.jpg
748,LG전자 2020 그램15 15ZD90N-VX50K WIN10 16GB램,인텔_코어i5-10세대_i5-1035G7 (1.2GHz),16,내장그래픽,80,256,1.12,15.6,LG전자,윈도우10,1605990,LG전자imgs147.jpg,LG전자imgsdt147.jpg
749,LG전자 2021 울트라PC 13UD70P-GX50K,AMD_라이젠5-3세대_4500U (2.3GHz),8,내장그래픽,51,256,980,13.3,LG전자,미포함(프리도스),1089000,LG전자imgs148.jpg,LG전자imgsdt148.jpg
750,LG전자 2020 울트라PC 13UD50N-GX30K WIN10,인텔_코어i3-10세대_i3-10110U (2.1GHz),8,내장그래픽,51,256,1.3,13,LG전자,윈도우10,850000,LG전자imgs149.jpg,LG전자imgsdt149.jpg
751,LG전자 2020 울트라PC 13UD50N-GX30K,인텔_코어i3-10세대_i3-10110U (2.1GHz),8,내장그래픽,51,256,1.3,13,LG전자,미포함(프리도스),659000,LG전자imgs150.jpg,LG전자imgsdt150.jpg
752,LG전자 2021 그램16 16ZD90P-GX50K,인텔_코어i5-11세대_i5-1135G7 (2.4GHz),8,내장그래픽,80,256,1.19,16,LG전자,미포함(프리도스),1728990,LG전자imgs151.jpg,LG전자imgsdt151.jpg
753,LG전자 2020 울트라PC 15UD50N-GX30K,인텔_코어i3-10세대_i3-10110U (2.1GHz),8,내장그래픽,35,128,1.75,15.6,LG전자,미포함(프리도스),848980,LG전자imgs152.jpg,LG전자imgsdt152.jpg
754,LG전자 2021 그램17 17Z90P-GA76K,인텔_코어i7-11세대_i7-1165G7 (2.8GHz),16,내장그래픽,80,512,1.35,17,LG전자,윈도우10,2490000,LG전자imgs153.jpg,LG전자imgsdt153.jpg
755,LG전자 2020 그램15 15ZD90N-VX50K,인텔_코어i5-10세대_i5-1035G7 (1.2GHz),8,내장그래픽,80,256,1.12,15.6,LG전자,미포함(프리도스),1381390,LG전자imgs154.jpg,LG전자imgsdt154.jpg
756,LG전자 2020 울트라PC 13UD50N-GX50K,인텔_코어i5-10세대_i5-10210U (1.6GHz),8,내장그래픽,51,256,1.3,13,LG전자,미포함(프리도스),809000,LG전자imgs155.jpg,LG전자imgsdt155.jpg
757,LG전자 2020 울트라PC 15UD40N-GX36K,AMD_라이젠3-3세대_4300U (2.7GHz),8,내장그래픽,52,256,1.8,15.6,LG전자,미포함(프리도스),708570,LG전자imgs156.jpg,LG전자imgsdt156.jpg
758,LG전자 2021 그램16 16Z90P-GA50K,인텔_코어i5-11세대_i5-1135G7 (2.4GHz),8,내장그래픽,80,256,1.19,16,LG전자,윈도우10,1798320,LG전자imgs157.jpg,LG전자imgsdt157.jpg
759,LG전자 2021 그램16 16ZD90P-GX76K,인텔_코어i7-11세대_i7-1165G7 (2.8GHz),16,내장그래픽,80,256,1.19,16,LG전자,미포함(프리도스),2039000,LG전자imgs158.jpg,LG전자imgsdt158.jpg
760,LG전자 2019 그램 14ZD990-LX10K,인텔_펜티엄 골드_5405U (2.3GHz),4,내장그래픽,72,128,995,14,LG전자,미포함(프리도스),827700,LG전자imgs159.jpg,LG전자imgsdt159.jpg
761,LG전자 2020 그램15 15ZD90N-VX50K WIN10,인텔_코어i5-10세대_i5-1035G7 (1.2GHz),8,내장그래픽,80,256,1.12,15.6,LG전자,윈도우10,1462800,LG전자imgs160.jpg,LG전자imgsdt160.jpg
762,LG전자 2020 울트라PC 15UD40N-GX56K,AMD_라이젠5-3세대_4500U (2.3GHz),8,내장그래픽,52,256,1.8,15.6,LG전자,미포함(프리도스),893000,LG전자imgs161.jpg,LG전자imgsdt161.jpg
763,LG전자 2021 그램17 17ZD90P-GX50K,인텔_코어i5-11세대_i5-1135G7 (2.4GHz),8,내장그래픽,80,256,1.35,17,LG전자,미포함(프리도스),1799000,LG전자imgs162.jpg,LG전자imgsdt162.jpg
764,LG전자 2021 그램16 16Z90P-GA5IK,인텔_코어i5-11세대_i5-1135G7 (2.4GHz),16,내장그래픽,80,256,1.19,16,LG전자,윈도우10,2098990,LG전자imgs163.jpg,LG전자imgsdt163.jpg
765,LG전자 2021 그램17 17ZD90P-GX7LK,인텔_코어i7-11세대_i7-1165G7 (2.8GHz),16,내장그래픽,80,256,1.35,17,LG전자,미포함(프리도스),2099000,LG전자imgs164.jpg,LG전자imgsdt164.jpg
766,LG전자 2021 그램16 16Z90P-GA76K,인텔_코어i7-11세대_i7-1165G7 (2.8GHz),16,내장그래픽,80,512,1.19,16,LG전자,윈도우10,2419000,LG전자imgs165.jpg,LG전자imgsdt165.jpg
767,LG전자 2020 울트라기어 15UD70N-PX50K,인텔_코어i5-10세대_i5-10210U (1.6GHz),8,GTX1050,72,256,1.85,15.6,LG전자,미포함(프리도스),1206950,LG전자imgs166.jpg,LG전자imgsdt166.jpg
768,LG전자 2021 그램14 14ZD90P-GX50K,인텔_코어i5-11세대_i5-1135G7 (2.4GHz),8,내장그래픽,72,256,999,14,LG전자,미포함(프리도스),1565330,LG전자imgs167.jpg,LG전자imgsdt167.jpg
769,LG전자 2020 울트라기어 17U70N-FA7IK,인텔_코어i7-10세대_i7-10510U (1.8GHz),16,GTX1650,72,512,1.95,17,LG전자,윈도우10,1983180,LG전자imgs168.jpg,LG전자imgsdt168.jpg
770,LG전자 2020 그램15 15ZD90N-VX70K,인텔_코어i7-10세대_i7-1065G7 (1.3GHz),8,내장그래픽,80,256,1.12,15.6,LG전자,미포함(프리도스),1513310,LG전자imgs169.jpg,LG전자imgsdt169.jpg
771,LG전자 2020 울트라PC 15U40N-GR36K,AMD_라이젠3-3세대_4300U (2.7GHz),8,내장그래픽,52,256,1.8,15.6,LG전자,윈도우10,928000,LG전자imgs170.jpg,LG전자imgsdt170.jpg
772,LG전자 2020 울트라PC 15U40N-GR56K,AMD_라이젠5-3세대_4500U (2.3GHz),8,내장그래픽,52,256,1.8,15.6,LG전자,윈도우10,1089000,LG전자imgs171.jpg,LG전자imgsdt171.jpg
773,LG전자 2021 그램16 16ZD90P-GX5BK WIN10,인텔_코어i5-11세대_i5-1135G7 (2.4GHz),8,내장그래픽,80,256,1.19,16,LG전자,윈도우10,2067060,LG전자imgs172.jpg,LG전자imgsdt172.jpg
774,LG전자 2020 그램15 15ZD90N-VX30K,인텔_코어i3-10세대_i3-1005G1 (1.2GHz),8,내장그래픽,80,256,1.12,15.6,LG전자,미포함(프리도스),1363000,LG전자imgs173.jpg,LG전자imgsdt173.jpg
775,LG전자 2020 울트라PC 15U50N-GR56K,인텔_코어i5-10세대_i5-10210U (1.6GHz),8,내장그래픽,35,256,1.75,15.6,LG전자,윈도우10,1099790,LG전자imgs174.jpg,LG전자imgsdt174.jpg
776,LG전자 2020 그램15 15ZD995-VX50K,인텔_코어i5-10세대_i5-10210U (1.6GHz),8,내장그래픽,72,256,1.099,15.6,LG전자,미포함(프리도스),1477180,LG전자imgs175.jpg,LG전자imgsdt175.jpg
777,LG전자 2020 그램15 15Z90N-HA76K,인텔_코어i7-10세대_i7-1065G7 (1.3GHz),16,내장그래픽,80,512,1.132,15.6,LG전자,윈도우10,2019000,LG전자imgs176.jpg,LG전자imgsdt176.jpg
778,LG전자 2020 그램15 15ZD90N-VX50K WIN10 16GB램,인텔_코어i5-10세대_i5-1035G7 (1.2GHz),16,내장그래픽,80,256,1.12,15.6,LG전자,윈도우10,1605990,LG전자imgs177.jpg,LG전자imgsdt177.jpg
779,LG전자 2021 울트라PC 13UD70P-GX50K,AMD_라이젠5-3세대_4500U (2.3GHz),8,내장그래픽,51,256,980,13.3,LG전자,미포함(프리도스),1089000,LG전자imgs178.jpg,LG전자imgsdt178.jpg
780,LG전자 2020 울트라PC 13UD50N-GX30K WIN10,인텔_코어i3-10세대_i3-10110U (2.1GHz),8,내장그래픽,51,256,1.3,13,LG전자,윈도우10,850000,LG전자imgs179.jpg,LG전자imgsdt179.jpg
781,LG전자 2020 울트라PC 13UD50N-GX30K,인텔_코어i3-10세대_i3-10110U (2.1GHz),8,내장그래픽,51,256,1.3,13,LG전자,미포함(프리도스),659000,LG전자imgs180.jpg,LG전자imgsdt180.jpg
782,LG전자 2021 그램16 16ZD90P-GX50K,인텔_코어i5-11세대_i5-1135G7 (2.4GHz),8,내장그래픽,80,256,1.19,16,LG전자,미포함(프리도스),1728990,LG전자imgs181.jpg,LG전자imgsdt181.jpg
783,LG전자 2020 울트라PC 15UD50N-GX30K,인텔_코어i3-10세대_i3-10110U (2.1GHz),8,내장그래픽,35,128,1.75,15.6,LG전자,미포함(프리도스),848980,LG전자imgs182.jpg,LG전자imgsdt182.jpg
784,LG전자 2021 그램17 17Z90P-GA76K,인텔_코어i7-11세대_i7-1165G7 (2.8GHz),16,내장그래픽,80,512,1.35,17,LG전자,윈도우10,2490000,LG전자imgs183.jpg,LG전자imgsdt183.jpg
785,LG전자 2020 그램15 15ZD90N-VX50K,인텔_코어i5-10세대_i5-1035G7 (1.2GHz),8,내장그래픽,80,256,1.12,15.6,LG전자,미포함(프리도스),1381390,LG전자imgs184.jpg,LG전자imgsdt184.jpg
786,LG전자 2020 울트라PC 13UD50N-GX50K,인텔_코어i5-10세대_i5-10210U (1.6GHz),8,내장그래픽,51,256,1.3,13,LG전자,미포함(프리도스),809000,LG전자imgs185.jpg,LG전자imgsdt185.jpg
