id,name,cpu,ram,gpu,battery,volume,weight,display,maker,sw_os,price,image,content
306,MSI 모던시리즈 모던14 B4MW-R7,AMD_라이젠7-3세대_4700U (2.0GHz),8,내장그래픽,52,256,1.3,14,MSI,미포함(프리도스),일시품절,MSIimgs5.jpg,MSIimgsdt5.jpg
307,MSI 모던시리즈 모던14 B4MW-R5,AMD_라이젠5-3세대_4500U (2.3GHz),8,내장그래픽,52,256,1.3,14,MSI,미포함(프리도스),일시품절,MSIimgs6.jpg,MSIimgsdt6.jpg
308,MSI GF시리즈 GF65 Thin 10UE-i7,인텔_코어i7-10세대_i7-10750H (2.6GHz),8,RTX3060MAX-Q,51,512,1.86,15.6,MSI,미포함(프리도스),1399000,MSIimgs7.jpg,MSIimgsdt7.jpg
309,MSI 브라보 17 A4DDR 16GB램,AMD_라이젠7-3세대_4800H (2.9GHz),16,라데온 RX 5500M,51,256,2.3,17.3,MSI,미포함(프리도스),1184390,MSIimgs8.jpg,MSIimgsdt8.jpg
310,MSI 모던시리즈 모던14 B11M-i7 베이지 무스,인텔_코어i7-11세대_i7-1165G7 (2.8GHz),8,내장그래픽,52,512,1.3,14,MSI,미포함(프리도스),899000,MSIimgs9.jpg,MSIimgsdt9.jpg
311,MSI GS시리즈 GS66 Stealth 10UH 4K WIN10,인텔_코어i9-10세대_i9-10980HK (2.4GHz),32,RTX3080MAX-Q,99.9,1TB,2.1,15.6,MSI,윈도우10 프로,4199000,MSIimgs10.jpg,MSIimgsdt10.jpg
312,MSI GE시리즈 GE66 레이더 10UG WIN10,인텔_코어i7-10세대_i7-10870H (2.2GHz),16,RTX3070,99.9,512,2.38,15.6,MSI,윈도우10 프로,2649000,MSIimgs11.jpg,MSIimgsdt11.jpg
313,MSI GP시리즈 GP75 Leopard 10SFSK,인텔_코어i7-10세대_i7-10750H (2.6GHz),16,RTX2070SUPER,51,512,2.6,17.3,MSI,미포함(프리도스),1899000,MSIimgs12.jpg,MSIimgsdt12.jpg
314,MSI 모던시리즈 모던14 B4MW-R7 16GB램,AMD_라이젠7-3세대_4700U (2.0GHz),16,내장그래픽,52,256,1.3,14,MSI,미포함(프리도스),835650,MSIimgs13.jpg,MSIimgsdt13.jpg
315,MSI GF시리즈 GF65 Thin 10UE-i5,인텔_코어i5-10세대_i5-10200H (2.4GHz),8,RTX3060MAX-Q,51,512,1.86,15.6,MSI,미포함(프리도스),1299000,MSIimgs14.jpg,MSIimgsdt14.jpg
316,MSI GP시리즈 GP65 Leopard 10SDK,인텔_코어i7-10세대_i7-10750H (2.6GHz),8,GTX1660 Ti,51,512,2.3,15.6,MSI,미포함(프리도스),1339000,MSIimgs15.jpg,MSIimgsdt15.jpg
317,MSI GF시리즈 GF75 Thin 10UEK,인텔_코어i7-10세대_i7-10750H (2.6GHz),8,RTX3060MAX-Q,51,512,2.3,17.3,MSI,미포함(프리도스),1649000,MSIimgs16.jpg,MSIimgsdt16.jpg
318,MSI GL시리즈 GL75 Leopard 10SCSR 16GB램,인텔_코어i7-10세대_i7-10750H (2.6GHz),16,GTX1650 Ti,41,512,2.6,17.3,MSI,미포함(프리도스),일시품절,MSIimgs17.jpg,MSIimgsdt17.jpg
319,MSI 크리에이터 15M A10SD-i7 WIN10,인텔_코어i7-10세대_i7-10750H (2.6GHz),16,GTX1660 TiMAX-Q,51,512,1.86,15.6,MSI,윈도우10,1513390,MSIimgs18.jpg,MSIimgsdt18.jpg
320,MSI 모던시리즈 모던14 A10M-i5,인텔_코어i5-10세대_i5-10210U (1.6GHz),8,내장그래픽,50,256,1.19,14,MSI,미포함(프리도스),890000,MSIimgs19.jpg,MSIimgsdt19.jpg
321,MSI GP시리즈 GP76 Leopard 10UG,인텔_코어i7-10세대_i7-10870H (2.2GHz),8,RTX3070,65,512,2.9,17.3,MSI,미포함(프리도스),1849000,MSIimgs20.jpg,MSIimgsdt20.jpg
322,MSI GF시리즈 GF65 Thin 9SEXR,인텔_코어i7-9세대_i7-9750H (2.6GHz),8,RTX2060,51,512,1.86,15.6,MSI,미포함(프리도스),1269000,MSIimgs21.jpg,MSIimgsdt21.jpg
323,MSI GP시리즈 GP75 Leopard 10SEK,인텔_코어i7-10세대_i7-10750H (2.6GHz),8,RTX2060,51,512,2.6,17.3,MSI,미포함(프리도스),1599000,MSIimgs22.jpg,MSIimgsdt22.jpg
324,MSI GF시리즈 GF63 Thin 9RC-i7 파워팩 WIN10,인텔_코어i7-9세대_i7-9750H (2.6GHz),8,GTX1050,51,256,1.77,15.6,MSI,윈도우10,일시품절,MSIimgs23.jpg,MSIimgsdt23.jpg
325,MSI 크리에이터 15M A10SE-i7,인텔_코어i7-10세대_i7-10750H (2.6GHz),16,RTX2060,51,512,1.86,15.6,MSI,미포함(프리도스),1598990,MSIimgs24.jpg,MSIimgsdt24.jpg
326,MSI 크리에이터 17M A10SD-i7 WIN10,인텔_코어i7-10세대_i7-10750H (2.6GHz),16,GTX1660 TiMAX-Q,51,512,2.2,17.3,MSI,윈도우10,1653000,MSIimgs25.jpg,MSIimgsdt25.jpg
327,MSI GF시리즈 GF75 Thin 10SCXR 파워팩 WIN10,인텔_코어i7-10세대_i7-10750H (2.6GHz),8,GTX1650,51,512,2.2,17.3,MSI,윈도우10,1389490,MSIimgs26.jpg,MSIimgsdt26.jpg
328,MSI 프레스티지 15 A11SCX 카본 그레이,인텔_코어i7-11세대_i7-1185G7 (3.0GHz),16,GTX1650MAX-Q,82,512,1.69,15.6,MSI,미포함(프리도스),1649000,MSIimgs27.jpg,MSIimgsdt27.jpg
329,MSI GP시리즈 GP75 Leopard 10SFK,인텔_코어i7-10세대_i7-10750H (2.6GHz),16,RTX2070,51,512,2.6,17.3,MSI,미포함(프리도스),2090000,MSIimgs28.jpg,MSIimgsdt28.jpg
330,MSI 크리에이터 15M A10SD-i7,인텔_코어i7-10세대_i7-10750H (2.6GHz),16,GTX1660 TiMAX-Q,51,512,1.86,15.6,MSI,미포함(프리도스),1449000,MSIimgs29.jpg,MSIimgsdt29.jpg
331,MSI GF시리즈 GF65 Thin 9SEXR 프로,인텔_코어i7-9세대_i7-9750H (2.6GHz),16,RTX2060,51,512,1.86,15.6,MSI,미포함(프리도스),1358990,MSIimgs30.jpg,MSIimgsdt30.jpg
332,MSI 크리에이터 17M A10SE-i7,인텔_코어i7-10세대_i7-10750H (2.6GHz),16,RTX2060,51,512,2.2,17.3,MSI,미포함(프리도스),1618990,MSIimgs31.jpg,MSIimgsdt31.jpg
333,MSI 브라보 17 A4DDR,AMD_라이젠7-3세대_4800H (2.9GHz),8,라데온 RX 5500M,51,512,2.3,17.3,MSI,미포함(프리도스),1136780,MSIimgs32.jpg,MSIimgsdt32.jpg
334,MSI 써밋 B15 A11M,인텔_코어i7-11세대_i7-1165G7 (2.8GHz),16,내장그래픽,52,512,1.6,15.6,MSI,미포함(프리도스),1148990,MSIimgs33.jpg,MSIimgsdt33.jpg
335,MSI GP시리즈 GP66 Leopard 10UE,인텔_코어i7-10세대_i7-10870H (2.2GHz),8,RTX3060,65,512,2.38,15.6,MSI,미포함(프리도스),1549000,MSIimgs34.jpg,MSIimgsdt34.jpg
336,MSI 모던시리즈 모던14 B4MW-R7,AMD_라이젠7-3세대_4700U (2.0GHz),8,내장그래픽,52,256,1.3,14,MSI,미포함(프리도스),일시품절,MSIimgs35.jpg,MSIimgsdt35.jpg
337,MSI 모던시리즈 모던14 B4MW-R5,AMD_라이젠5-3세대_4500U (2.3GHz),8,내장그래픽,52,256,1.3,14,MSI,미포함(프리도스),일시품절,MSIimgs36.jpg,MSIimgsdt36.jpg
338,MSI GF시리즈 GF65 Thin 10UE-i7,인텔_코어i7-10세대_i7-10750H (2.6GHz),8,RTX3060MAX-Q,51,512,1.86,15.6,MSI,미포함(프리도스),1399000,MSIimgs37.jpg,MSIimgsdt37.jpg
339,MSI 브라보 17 A4DDR 16GB램,AMD_라이젠7-3세대_4800H (2.9GHz),16,라데온 RX 5500M,51,256,2.3,17.3,MSI,미포함(프리도스),1184390,MSIimgs38.jpg,MSIimgsdt38.jpg
340,MSI 모던시리즈 모던14 B11M-i7 베이지 무스,인텔_코어i7-11세대_i7-1165G7 (2.8GHz),8,내장그래픽,52,512,1.3,14,MSI,미포함(프리도스),899000,MSIimgs39.jpg,MSIimgsdt39.jpg
341,MSI GS시리즈 GS66 Stealth 10UH 4K WIN10,인텔_코어i9-10세대_i9-10980HK (2.4GHz),32,RTX3080MAX-Q,99.9,1TB,2.1,15.6,MSI,윈도우10 프로,4199000,MSIimgs40.jpg,MSIimgsdt40.jpg
342,MSI GE시리즈 GE66 레이더 10UG WIN10,인텔_코어i7-10세대_i7-10870H (2.2GHz),16,RTX3070,99.9,512,2.38,15.6,MSI,윈도우10 프로,2649000,MSIimgs41.jpg,MSIimgsdt41.jpg
343,MSI GP시리즈 GP75 Leopard 10SFSK,인텔_코어i7-10세대_i7-10750H (2.6GHz),16,RTX2070SUPER,51,512,2.6,17.3,MSI,미포함(프리도스),1899000,MSIimgs42.jpg,MSIimgsdt42.jpg
344,MSI 모던시리즈 모던14 B4MW-R7 16GB램,AMD_라이젠7-3세대_4700U (2.0GHz),16,내장그래픽,52,256,1.3,14,MSI,미포함(프리도스),835650,MSIimgs43.jpg,MSIimgsdt43.jpg
345,MSI GF시리즈 GF65 Thin 10UE-i5,인텔_코어i5-10세대_i5-10200H (2.4GHz),8,RTX3060MAX-Q,51,512,1.86,15.6,MSI,미포함(프리도스),1299000,MSIimgs44.jpg,MSIimgsdt44.jpg
346,MSI GP시리즈 GP65 Leopard 10SDK,인텔_코어i7-10세대_i7-10750H (2.6GHz),8,GTX1660 Ti,51,512,2.3,15.6,MSI,미포함(프리도스),1339000,MSIimgs45.jpg,MSIimgsdt45.jpg
347,MSI GF시리즈 GF75 Thin 10UEK,인텔_코어i7-10세대_i7-10750H (2.6GHz),8,RTX3060MAX-Q,51,512,2.3,17.3,MSI,미포함(프리도스),1649000,MSIimgs46.jpg,MSIimgsdt46.jpg
348,MSI GL시리즈 GL75 Leopard 10SCSR 16GB램,인텔_코어i7-10세대_i7-10750H (2.6GHz),16,GTX1650 Ti,41,512,2.6,17.3,MSI,미포함(프리도스),일시품절,MSIimgs47.jpg,MSIimgsdt47.jpg
349,MSI 크리에이터 15M A10SD-i7 WIN10,인텔_코어i7-10세대_i7-10750H (2.6GHz),16,GTX1660 TiMAX-Q,51,512,1.86,15.6,MSI,윈도우10,1513390,MSIimgs48.jpg,MSIimgsdt48.jpg
350,MSI 모던시리즈 모던14 A10M-i5,인텔_코어i5-10세대_i5-10210U (1.6GHz),8,내장그래픽,50,256,1.19,14,MSI,미포함(프리도스),890000,MSIimgs49.jpg,MSIimgsdt49.jpg
351,MSI GP시리즈 GP76 Leopard 10UG,인텔_코어i7-10세대_i7-10870H (2.2GHz),8,RTX3070,65,512,2.9,17.3,MSI,미포함(프리도스),1849000,MSIimgs50.jpg,MSIimgsdt50.jpg
352,MSI GF시리즈 GF65 Thin 9SEXR,인텔_코어i7-9세대_i7-9750H (2.6GHz),8,RTX2060,51,512,1.86,15.6,MSI,미포함(프리도스),1269000,MSIimgs51.jpg,MSIimgsdt51.jpg
353,MSI GP시리즈 GP75 Leopard 10SEK,인텔_코어i7-10세대_i7-10750H (2.6GHz),8,RTX2060,51,512,2.6,17.3,MSI,미포함(프리도스),1599000,MSIimgs52.jpg,MSIimgsdt52.jpg
354,MSI GF시리즈 GF63 Thin 9RC-i7 파워팩 WIN10,인텔_코어i7-9세대_i7-9750H (2.6GHz),8,GTX1050,51,256,1.77,15.6,MSI,윈도우10,일시품절,MSIimgs53.jpg,MSIimgsdt53.jpg
355,MSI 크리에이터 15M A10SE-i7,인텔_코어i7-10세대_i7-10750H (2.6GHz),16,RTX2060,51,512,1.86,15.6,MSI,미포함(프리도스),1598990,MSIimgs54.jpg,MSIimgsdt54.jpg
356,MSI 크리에이터 17M A10SD-i7 WIN10,인텔_코어i7-10세대_i7-10750H (2.6GHz),16,GTX1660 TiMAX-Q,51,512,2.2,17.3,MSI,윈도우10,1653000,MSIimgs55.jpg,MSIimgsdt55.jpg
357,MSI GF시리즈 GF75 Thin 10SCXR 파워팩 WIN10,인텔_코어i7-10세대_i7-10750H (2.6GHz),8,GTX1650,51,512,2.2,17.3,MSI,윈도우10,1389490,MSIimgs56.jpg,MSIimgsdt56.jpg
358,MSI 프레스티지 15 A11SCX 카본 그레이,인텔_코어i7-11세대_i7-1185G7 (3.0GHz),16,GTX1650MAX-Q,82,512,1.69,15.6,MSI,미포함(프리도스),1649000,MSIimgs57.jpg,MSIimgsdt57.jpg
359,MSI GP시리즈 GP75 Leopard 10SFK,인텔_코어i7-10세대_i7-10750H (2.6GHz),16,RTX2070,51,512,2.6,17.3,MSI,미포함(프리도스),2090000,MSIimgs58.jpg,MSIimgsdt58.jpg
360,MSI 크리에이터 15M A10SD-i7,인텔_코어i7-10세대_i7-10750H (2.6GHz),16,GTX1660 TiMAX-Q,51,512,1.86,15.6,MSI,미포함(프리도스),1449000,MSIimgs59.jpg,MSIimgsdt59.jpg
361,MSI GF시리즈 GF65 Thin 9SEXR 프로,인텔_코어i7-9세대_i7-9750H (2.6GHz),16,RTX2060,51,512,1.86,15.6,MSI,미포함(프리도스),1358990,MSIimgs60.jpg,MSIimgsdt60.jpg
362,MSI 크리에이터 17M A10SE-i7,인텔_코어i7-10세대_i7-10750H (2.6GHz),16,RTX2060,51,512,2.2,17.3,MSI,미포함(프리도스),1618990,MSIimgs61.jpg,MSIimgsdt61.jpg
363,MSI 브라보 17 A4DDR,AMD_라이젠7-3세대_4800H (2.9GHz),8,라데온 RX 5500M,51,512,2.3,17.3,MSI,미포함(프리도스),1136780,MSIimgs62.jpg,MSIimgsdt62.jpg
364,MSI 써밋 B15 A11M,인텔_코어i7-11세대_i7-1165G7 (2.8GHz),16,내장그래픽,52,512,1.6,15.6,MSI,미포함(프리도스),1148990,MSIimgs63.jpg,MSIimgsdt63.jpg
365,MSI GP시리즈 GP66 Leopard 10UE,인텔_코어i7-10세대_i7-10870H (2.2GHz),8,RTX3060,65,512,2.38,15.6,MSI,미포함(프리도스),1549000,MSIimgs64.jpg,MSIimgsdt64.jpg
366,MSI 모던시리즈 모던14 B4MW-R7,AMD_라이젠7-3세대_4700U (2.0GHz),8,내장그래픽,52,256,1.3,14,MSI,미포함(프리도스),일시품절,MSIimgs65.jpg,MSIimgsdt65.jpg
367,MSI 모던시리즈 모던14 B4MW-R5,AMD_라이젠5-3세대_4500U (2.3GHz),8,내장그래픽,52,256,1.3,14,MSI,미포함(프리도스),일시품절,MSIimgs66.jpg,MSIimgsdt66.jpg
368,MSI GF시리즈 GF65 Thin 10UE-i7,인텔_코어i7-10세대_i7-10750H (2.6GHz),8,RTX3060MAX-Q,51,512,1.86,15.6,MSI,미포함(프리도스),1399000,MSIimgs67.jpg,MSIimgsdt67.jpg
369,MSI 브라보 17 A4DDR 16GB램,AMD_라이젠7-3세대_4800H (2.9GHz),16,라데온 RX 5500M,51,256,2.3,17.3,MSI,미포함(프리도스),1184390,MSIimgs68.jpg,MSIimgsdt68.jpg
370,MSI 모던시리즈 모던14 B11M-i7 베이지 무스,인텔_코어i7-11세대_i7-1165G7 (2.8GHz),8,내장그래픽,52,512,1.3,14,MSI,미포함(프리도스),899000,MSIimgs69.jpg,MSIimgsdt69.jpg
371,MSI GS시리즈 GS66 Stealth 10UH 4K WIN10,인텔_코어i9-10세대_i9-10980HK (2.4GHz),32,RTX3080MAX-Q,99.9,1TB,2.1,15.6,MSI,윈도우10 프로,4199000,MSIimgs70.jpg,MSIimgsdt70.jpg
372,MSI GE시리즈 GE66 레이더 10UG WIN10,인텔_코어i7-10세대_i7-10870H (2.2GHz),16,RTX3070,99.9,512,2.38,15.6,MSI,윈도우10 프로,2649000,MSIimgs71.jpg,MSIimgsdt71.jpg
373,MSI GP시리즈 GP75 Leopard 10SFSK,인텔_코어i7-10세대_i7-10750H (2.6GHz),16,RTX2070SUPER,51,512,2.6,17.3,MSI,미포함(프리도스),1899000,MSIimgs72.jpg,MSIimgsdt72.jpg
374,MSI 모던시리즈 모던14 B4MW-R7 16GB램,AMD_라이젠7-3세대_4700U (2.0GHz),16,내장그래픽,52,256,1.3,14,MSI,미포함(프리도스),835650,MSIimgs73.jpg,MSIimgsdt73.jpg
375,MSI GF시리즈 GF65 Thin 10UE-i5,인텔_코어i5-10세대_i5-10200H (2.4GHz),8,RTX3060MAX-Q,51,512,1.86,15.6,MSI,미포함(프리도스),1299000,MSIimgs74.jpg,MSIimgsdt74.jpg
376,MSI GP시리즈 GP65 Leopard 10SDK,인텔_코어i7-10세대_i7-10750H (2.6GHz),8,GTX1660 Ti,51,512,2.3,15.6,MSI,미포함(프리도스),1339000,MSIimgs75.jpg,MSIimgsdt75.jpg
377,MSI GF시리즈 GF75 Thin 10UEK,인텔_코어i7-10세대_i7-10750H (2.6GHz),8,RTX3060MAX-Q,51,512,2.3,17.3,MSI,미포함(프리도스),1649000,MSIimgs76.jpg,MSIimgsdt76.jpg
378,MSI GL시리즈 GL75 Leopard 10SCSR 16GB램,인텔_코어i7-10세대_i7-10750H (2.6GHz),16,GTX1650 Ti,41,512,2.6,17.3,MSI,미포함(프리도스),일시품절,MSIimgs77.jpg,MSIimgsdt77.jpg
379,MSI 크리에이터 15M A10SD-i7 WIN10,인텔_코어i7-10세대_i7-10750H (2.6GHz),16,GTX1660 TiMAX-Q,51,512,1.86,15.6,MSI,윈도우10,1513390,MSIimgs78.jpg,MSIimgsdt78.jpg
380,MSI 모던시리즈 모던14 A10M-i5,인텔_코어i5-10세대_i5-10210U (1.6GHz),8,내장그래픽,50,256,1.19,14,MSI,미포함(프리도스),890000,MSIimgs79.jpg,MSIimgsdt79.jpg
381,MSI GP시리즈 GP76 Leopard 10UG,인텔_코어i7-10세대_i7-10870H (2.2GHz),8,RTX3070,65,512,2.9,17.3,MSI,미포함(프리도스),1849000,MSIimgs80.jpg,MSIimgsdt80.jpg
382,MSI GF시리즈 GF65 Thin 9SEXR,인텔_코어i7-9세대_i7-9750H (2.6GHz),8,RTX2060,51,512,1.86,15.6,MSI,미포함(프리도스),1269000,MSIimgs81.jpg,MSIimgsdt81.jpg
383,MSI GP시리즈 GP75 Leopard 10SEK,인텔_코어i7-10세대_i7-10750H (2.6GHz),8,RTX2060,51,512,2.6,17.3,MSI,미포함(프리도스),1599000,MSIimgs82.jpg,MSIimgsdt82.jpg
384,MSI GF시리즈 GF63 Thin 9RC-i7 파워팩 WIN10,인텔_코어i7-9세대_i7-9750H (2.6GHz),8,GTX1050,51,256,1.77,15.6,MSI,윈도우10,일시품절,MSIimgs83.jpg,MSIimgsdt83.jpg
385,MSI 크리에이터 15M A10SE-i7,인텔_코어i7-10세대_i7-10750H (2.6GHz),16,RTX2060,51,512,1.86,15.6,MSI,미포함(프리도스),1598990,MSIimgs84.jpg,MSIimgsdt84.jpg
386,MSI 크리에이터 17M A10SD-i7 WIN10,인텔_코어i7-10세대_i7-10750H (2.6GHz),16,GTX1660 TiMAX-Q,51,512,2.2,17.3,MSI,윈도우10,1653000,MSIimgs85.jpg,MSIimgsdt85.jpg
387,MSI GF시리즈 GF75 Thin 10SCXR 파워팩 WIN10,인텔_코어i7-10세대_i7-10750H (2.6GHz),8,GTX1650,51,512,2.2,17.3,MSI,윈도우10,1389490,MSIimgs86.jpg,MSIimgsdt86.jpg
388,MSI 프레스티지 15 A11SCX 카본 그레이,인텔_코어i7-11세대_i7-1185G7 (3.0GHz),16,GTX1650MAX-Q,82,512,1.69,15.6,MSI,미포함(프리도스),1649000,MSIimgs87.jpg,MSIimgsdt87.jpg
389,MSI GP시리즈 GP75 Leopard 10SFK,인텔_코어i7-10세대_i7-10750H (2.6GHz),16,RTX2070,51,512,2.6,17.3,MSI,미포함(프리도스),2090000,MSIimgs88.jpg,MSIimgsdt88.jpg
390,MSI 크리에이터 15M A10SD-i7,인텔_코어i7-10세대_i7-10750H (2.6GHz),16,GTX1660 TiMAX-Q,51,512,1.86,15.6,MSI,미포함(프리도스),1449000,MSIimgs89.jpg,MSIimgsdt89.jpg
391,MSI GF시리즈 GF65 Thin 9SEXR 프로,인텔_코어i7-9세대_i7-9750H (2.6GHz),16,RTX2060,51,512,1.86,15.6,MSI,미포함(프리도스),1358990,MSIimgs90.jpg,MSIimgsdt90.jpg
392,MSI 크리에이터 17M A10SE-i7,인텔_코어i7-10세대_i7-10750H (2.6GHz),16,RTX2060,51,512,2.2,17.3,MSI,미포함(프리도스),1618990,MSIimgs91.jpg,MSIimgsdt91.jpg
393,MSI 브라보 17 A4DDR,AMD_라이젠7-3세대_4800H (2.9GHz),8,라데온 RX 5500M,51,512,2.3,17.3,MSI,미포함(프리도스),1136780,MSIimgs92.jpg,MSIimgsdt92.jpg
394,MSI 써밋 B15 A11M,인텔_코어i7-11세대_i7-1165G7 (2.8GHz),16,내장그래픽,52,512,1.6,15.6,MSI,미포함(프리도스),1148990,MSIimgs93.jpg,MSIimgsdt93.jpg
395,MSI GP시리즈 GP66 Leopard 10UE,인텔_코어i7-10세대_i7-10870H (2.2GHz),8,RTX3060,65,512,2.38,15.6,MSI,미포함(프리도스),1549000,MSIimgs94.jpg,MSIimgsdt94.jpg
396,MSI 모던시리즈 모던14 B4MW-R7,AMD_라이젠7-3세대_4700U (2.0GHz),8,내장그래픽,52,256,1.3,14,MSI,미포함(프리도스),일시품절,MSIimgs95.jpg,MSIimgsdt95.jpg
397,MSI 모던시리즈 모던14 B4MW-R5,AMD_라이젠5-3세대_4500U (2.3GHz),8,내장그래픽,52,256,1.3,14,MSI,미포함(프리도스),일시품절,MSIimgs96.jpg,MSIimgsdt96.jpg
398,MSI GF시리즈 GF65 Thin 10UE-i7,인텔_코어i7-10세대_i7-10750H (2.6GHz),8,RTX3060MAX-Q,51,512,1.86,15.6,MSI,미포함(프리도스),1399000,MSIimgs97.jpg,MSIimgsdt97.jpg
399,MSI 브라보 17 A4DDR 16GB램,AMD_라이젠7-3세대_4800H (2.9GHz),16,라데온 RX 5500M,51,256,2.3,17.3,MSI,미포함(프리도스),1184390,MSIimgs98.jpg,MSIimgsdt98.jpg
400,MSI 모던시리즈 모던14 B11M-i7 베이지 무스,인텔_코어i7-11세대_i7-1165G7 (2.8GHz),8,내장그래픽,52,512,1.3,14,MSI,미포함(프리도스),899000,MSIimgs99.jpg,MSIimgsdt99.jpg
401,MSI GS시리즈 GS66 Stealth 10UH 4K WIN10,인텔_코어i9-10세대_i9-10980HK (2.4GHz),32,RTX3080MAX-Q,99.9,1TB,2.1,15.6,MSI,윈도우10 프로,4199000,MSIimgs100.jpg,MSIimgsdt100.jpg
402,MSI GE시리즈 GE66 레이더 10UG WIN10,인텔_코어i7-10세대_i7-10870H (2.2GHz),16,RTX3070,99.9,512,2.38,15.6,MSI,윈도우10 프로,2649000,MSIimgs101.jpg,MSIimgsdt101.jpg
403,MSI GP시리즈 GP75 Leopard 10SFSK,인텔_코어i7-10세대_i7-10750H (2.6GHz),16,RTX2070SUPER,51,512,2.6,17.3,MSI,미포함(프리도스),1899000,MSIimgs102.jpg,MSIimgsdt102.jpg
404,MSI 모던시리즈 모던14 B4MW-R7 16GB램,AMD_라이젠7-3세대_4700U (2.0GHz),16,내장그래픽,52,256,1.3,14,MSI,미포함(프리도스),835650,MSIimgs103.jpg,MSIimgsdt103.jpg
405,MSI GF시리즈 GF65 Thin 10UE-i5,인텔_코어i5-10세대_i5-10200H (2.4GHz),8,RTX3060MAX-Q,51,512,1.86,15.6,MSI,미포함(프리도스),1299000,MSIimgs104.jpg,MSIimgsdt104.jpg
406,MSI GP시리즈 GP65 Leopard 10SDK,인텔_코어i7-10세대_i7-10750H (2.6GHz),8,GTX1660 Ti,51,512,2.3,15.6,MSI,미포함(프리도스),1339000,MSIimgs105.jpg,MSIimgsdt105.jpg
407,MSI GF시리즈 GF75 Thin 10UEK,인텔_코어i7-10세대_i7-10750H (2.6GHz),8,RTX3060MAX-Q,51,512,2.3,17.3,MSI,미포함(프리도스),1649000,MSIimgs106.jpg,MSIimgsdt106.jpg
408,MSI GL시리즈 GL75 Leopard 10SCSR 16GB램,인텔_코어i7-10세대_i7-10750H (2.6GHz),16,GTX1650 Ti,41,512,2.6,17.3,MSI,미포함(프리도스),일시품절,MSIimgs107.jpg,MSIimgsdt107.jpg
409,MSI 크리에이터 15M A10SD-i7 WIN10,인텔_코어i7-10세대_i7-10750H (2.6GHz),16,GTX1660 TiMAX-Q,51,512,1.86,15.6,MSI,윈도우10,1513390,MSIimgs108.jpg,MSIimgsdt108.jpg
410,MSI 모던시리즈 모던14 A10M-i5,인텔_코어i5-10세대_i5-10210U (1.6GHz),8,내장그래픽,50,256,1.19,14,MSI,미포함(프리도스),890000,MSIimgs109.jpg,MSIimgsdt109.jpg
411,MSI GP시리즈 GP76 Leopard 10UG,인텔_코어i7-10세대_i7-10870H (2.2GHz),8,RTX3070,65,512,2.9,17.3,MSI,미포함(프리도스),1849000,MSIimgs110.jpg,MSIimgsdt110.jpg
412,MSI GF시리즈 GF65 Thin 9SEXR,인텔_코어i7-9세대_i7-9750H (2.6GHz),8,RTX2060,51,512,1.86,15.6,MSI,미포함(프리도스),1269000,MSIimgs111.jpg,MSIimgsdt111.jpg
413,MSI GP시리즈 GP75 Leopard 10SEK,인텔_코어i7-10세대_i7-10750H (2.6GHz),8,RTX2060,51,512,2.6,17.3,MSI,미포함(프리도스),1599000,MSIimgs112.jpg,MSIimgsdt112.jpg
414,MSI GF시리즈 GF63 Thin 9RC-i7 파워팩 WIN10,인텔_코어i7-9세대_i7-9750H (2.6GHz),8,GTX1050,51,256,1.77,15.6,MSI,윈도우10,일시품절,MSIimgs113.jpg,MSIimgsdt113.jpg
415,MSI 크리에이터 15M A10SE-i7,인텔_코어i7-10세대_i7-10750H (2.6GHz),16,RTX2060,51,512,1.86,15.6,MSI,미포함(프리도스),1598990,MSIimgs114.jpg,MSIimgsdt114.jpg
416,MSI 크리에이터 17M A10SD-i7 WIN10,인텔_코어i7-10세대_i7-10750H (2.6GHz),16,GTX1660 TiMAX-Q,51,512,2.2,17.3,MSI,윈도우10,1653000,MSIimgs115.jpg,MSIimgsdt115.jpg
417,MSI GF시리즈 GF75 Thin 10SCXR 파워팩 WIN10,인텔_코어i7-10세대_i7-10750H (2.6GHz),8,GTX1650,51,512,2.2,17.3,MSI,윈도우10,1389490,MSIimgs116.jpg,MSIimgsdt116.jpg
418,MSI 프레스티지 15 A11SCX 카본 그레이,인텔_코어i7-11세대_i7-1185G7 (3.0GHz),16,GTX1650MAX-Q,82,512,1.69,15.6,MSI,미포함(프리도스),1649000,MSIimgs117.jpg,MSIimgsdt117.jpg
419,MSI GP시리즈 GP75 Leopard 10SFK,인텔_코어i7-10세대_i7-10750H (2.6GHz),16,RTX2070,51,512,2.6,17.3,MSI,미포함(프리도스),2090000,MSIimgs118.jpg,MSIimgsdt118.jpg
420,MSI 크리에이터 15M A10SD-i7,인텔_코어i7-10세대_i7-10750H (2.6GHz),16,GTX1660 TiMAX-Q,51,512,1.86,15.6,MSI,미포함(프리도스),1449000,MSIimgs119.jpg,MSIimgsdt119.jpg
421,MSI GF시리즈 GF65 Thin 9SEXR 프로,인텔_코어i7-9세대_i7-9750H (2.6GHz),16,RTX2060,51,512,1.86,15.6,MSI,미포함(프리도스),1358990,MSIimgs120.jpg,MSIimgsdt120.jpg
422,MSI 크리에이터 17M A10SE-i7,인텔_코어i7-10세대_i7-10750H (2.6GHz),16,RTX2060,51,512,2.2,17.3,MSI,미포함(프리도스),1618990,MSIimgs121.jpg,MSIimgsdt121.jpg
